comment,label
ye to kuran ka rape hai..,2
Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo,2
I hate prince the most. Kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h.,3
K@tuueee ye hai asli. 9 saal ki bacchi  se rape karne wale k chamche dusro ko esa nahi bolte pic.twitter.com/p4NRxo9CgM,3
maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na.,2
"Agar Hindu terrorism par aaya to bhagte firoge, ek aapsi rajnish ko hindu terror ka Naam dene wale Dr. Narang ke waqt kaha mar gaye the? Ye selective secularism nahi chalega.",2
Tum bahut gandgi nikli  bandagi we hate you hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aap#shilpaholics,3
ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte hai.baba aur maulvi dono galat kare hai.,2
Hina bahut jhut bolti hai fir manti bhi nhi hai Maine ye bola jab salman bolte gain to bolti hai ho sakta hai. I hate your paltu behaviour....,3
Q teri behan ka rape kiya tha us criminal ne?? ya wo tere maa ka yar hai salo 2kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,2
Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha?,3
but why? jab pri ye sochke vikas ko support kr rha tha tb to @eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro & 2min pahle kh rhe the i hate u & @BeingLuvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,2
Sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho.,2
I hate you raju srivastava.tumhara kya bigada hai shilpa ne.paise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di hai.upar wala sab dekh raha hai usse daro,3
Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???,2
@BBhuttoZardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,2
Haan islam sirf sharaab peene se hi badnaam hota hai ...terrorism aur fundamentalism wahabism and salafism se nahin ...nahin ?   Zyadatar mughal badshah aur sultans bewre the zinko islami apna masiha maante hain ...,3
Agar no hate Guru Gobind Singh .,2
Kuch logo ne enjoy kiya kuch ko afsos hua.. Aap pure fans ko nahi bol sakte.. I was also sad but I also hate her too,2
Flu se naak sarh gya hai yar.I hate winters,3
Ab se main bhi locki ki sabzi naho khaungi I hate this sabzi,3
Aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,2
fir whistle bajane se pehle 'i hate u I hate u! Q bola? Or jo #Luv hamesha tumhare sath raha use support q nahi kiya? Akhade me!,3
I hate too yaar ..This show is so biased na ..Sare ache logo ko bahar kar chutiyo ko rakh liya .. Shit,3
Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me,2
@tentej itna bada namard hai ki agar iske samne koi eve teasing ho ya rape ho to baith k hasega ar bolega mai kyu padu inke beech mai.. aise aadmi kalank hai hamare desh k lye,3
I hate takla's all raps. Woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,3
Now i hate #ColorsTV show #EntertainmentKiRaat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #ShilpaShinde #WeStandByShilpa,3
hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls.. i hate this dhishom dhishom hahahahah,2
Raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai I hate raju shri u r a disgusting Entertainer,3
"Nahi ji i just hate tinday,karele , nd e.tc jo bhi bole hain",3
Asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,2
Kutti tu jitana vikas ke khilaf likhege utana hi Tere shitpa ko nafrat milege..mujhe woh buri nhi latati Tere jaise wahiyat fan ke wajah se  Shilpa shitpa lagane lagi....carry on more u will write bullshit more people will hate shitpa... Twitter par hi jeeta Lena shitpa ko,2
Raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola I hate you me pehle aap ki fan aab nahi hu,2
Bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,2
Pakistan ka scene alag hai.. They hate us we hate them..,2
Sahi bolte hai hum jab Ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape Hi hoge,2
Or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo Up ke Muslim the rahege,2
Up me kyu Muslim hi Hindu betiyo ka rape karte hai kisne Di unhe taaqat Hindu ko kamjor bnaya aap jese logo ne,3
Ghamand hai use khud par... Bahut fake hai.. Chalu... Behuda... Ghatiya... I hate her...,3
Kya kya seh ke aayi hai hamari queen . I hate you,2
Sale chutiye ek ladki ki ijjat karna nahi janta ..hate u from nepal,3
Delhi ka nirbhaya case apko yaad hoga UP ka.2 dalit ladki ko rape karke jala kar marne ka Case bhi yad hoga ye sab yadav Congress raaj me hi huya,2
Tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,2
Aree 16 dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https://twitter.com/kavyaaagain/status/943843130419290113 …,2
and 2nd ma kbhi apni tareef ni krta  I hate myself ya to paka koi ar hi ha,3
Sab hath dho k pade hai Shilpa ko degrade Karne tum logo ko Shilpa chor k aur kuch sujhta ni hate u all Shilpa haters we viewers love her tum logo ko aisi ki taisi,3
Mujhe aj bahut gussa aya wo log ka degradeshilpaprocess dekh ke hate them entertainment kiraat,2
Kyu re randi ke bacche. Fake id sirf teri maa ki chut se hi bana sakta hai kya suvar ki aulad. Tu hakla hakla kya krta tu kya suvar ke bacche modi ki gand se nikla hai ya salgay ke lund ne teri maa ka rape kiya tab tu peda hua suvar be bacche.,3
Jab tak Waha pe terrorism khatm nhi hoga tab tak pak kabHi nhi sudhrega... #TigerZindaHai,2
This is india log dil se sochate h we hate you jo apne Shilpa k sath kiya or baher aane k baad apne dekh hi liya hoga ki awam kis k sath h,3
Kya be bhagwa bhand...garib mahilao se blatkar  atychar Tere sanskar me hae.. ..tere Narbhachchi Raj me dalit nirbal se rape 200%bad gya  .,2
Kutta raju shriwastaw I hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta,3
@iRajuSrivastava  mujhe lagta nehi ki inki maa b hai .....esiliye sanskar nehi sikhe hai.....hate u raju....,2
I hate these awards...acha bhala drama nahi aaya,3
wahhh bhai mehdi pehle acha banda tha kya...ye salman se hate kabse karne laga ?,2
Bhai tu bs hate karta hai issleye bakchodi kar raha,2
Kisiko bolne se pehle. Socha karo mai pehle tumhri respect karta tha but ab nhi i hate u ap ek wahaiyiyat battmiz aurat h,3
"It was so disrespectful.I hate that Raju, apne season mein beizzatti karwaa Kar nikla Tha aur doosron par comment kar raha hai",3
Koi baat nai he shilpa ki bejati karne k liye to tum ko bahar akar patta chalega etna marenge something wessa hi kaha ..its too much yar ..hina akash ka to jokely kiya par usko buri tara peskiya shilpa ka ..i hate that guy  #shilpians check out in voot app,3
"Thodi hi der pehle 'i hate u,i hate u' kaha or fir usi k liye whistle bajaya! Luv ki hi hamesha q bali di jati he dosti k naam pr?? https://twitter.com/Nkkhandelwalboy/status/944984243041480704 …",2
Maine khud bahut baar condemn Kiya hai aur Kisi bhi ghair muslim se zyada ek sachaa musalman karta hai . kyunki terrorism se sabse bada nuqsaan musalman ko hua hai,2
"Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",2
"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt #Entertainment ki raat",3
"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",3
Vikaas is real ok ? Smjhao phr pehlay shpa se hate phr love aur peth peechay burai. Isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya KAISAY?,2
Wo hara b pehen lenge toh bhi hate jaari rahegi!,2
mai kisi dharm ko hate nai karta. koi mera dharm leke ungli karega yah kshoti karne ki kousis karega usko chorne wala nai hu.,2
"shilpa ki maa bannay ki overacting maa ban ban k sab ki bitching kr re na koi task m part leti na kuch, vikas ki mind gamer bannay k bad bh rkh rkh k acting pehlay priyank se itna hate aur hiten k jannay k bad foran itna pyar k uff. Us sb se to bht bhtr hai bhaie",3
Bohot ganda tha yea......i just hate the show....kyu jalti hai sabki shilpa se...abb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,3
Khud ko bht bara celeb samjhti ha choro yar i hate her https://twitter.com/rudeicious/status/944977191611387904 …,3
Bc meme bnane ke chkr mei mind ka rape kyu karwana hai ?,2
"hina ne uske liye whistle bjayi jise usne 2min. phle bola tha ""I hate U""",3
i also hate vikas.. bt priyank ne  hina ka naam nh liya ar hina kaise khus hokr boli vikas ko muh dekhne layak tha vikas ka.. vikas gupta kya smjte ho,3
Az bahram behtar too rape farsi vaghan nadarim  #اشتباهخوب,2
Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.,2
Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.  https://twitter.com/ShilpaShinde17/status/944949587835359232 …,2
Women ke sath rape kab rukega ..........ab to Baba v.,3
Is desh ka jisne bhi bala karne ki Sochi usi ke piche pad hate hai.,2
@alamgirizvi @RealQueenSimren @Anjupra7743  koi Baba larkio aurto ko Bandi banake rakha hai media akh band rakhe.koi rape ho media akh band rakhe.koi udyogpati loot Raha Desh Kai paiso ko media ki akh band.unemployment faila hai industry ki Halat kharab media ki akh band.,2
Ayesha se bari khabees aurat nahi is dunia mei koi. I hate her so much.,3
Jee bilkul. Farz hota hai. Lekin phir maa baap ka bhi farz hota hai k woh apni aulad ki khushiyon ka khayal rakhen. Unke na chahte huye bhi unhe dur bhej kar konsi khidmat hoti hai? I freaking hate sabir  #Khamoshi,3
Ye log babaon ke rape-jihad k khilaf kyon nahin kucchh karte hain . Ye baba bahno ko apne hawash ka shikar bana rahe hai jo few neutral media  reporting ki wajah se ek-1 karke jail ja rahe hain. https://twitter.com/thewire_in/status/944580856902909952 …,2
Pahle bata na ki tu chat ke aaya ki nahi aur kitni der Ghusa tha osama aur bagdadi ke Ga**d me..Aur ye bata ki kis vajah se hate karta hain sare peaceful community wale Modi se,3
I hate vikaas.... sab badaa doglaa insan hai woh ghar ka...,3
@kaypsss lala kal ke baud se zinda ghar wapis aye ho na bagair rape hue?,2
koi bat niiii  ap k hate ko dekhta,2
@AbhinandanSekhr atleast tumhare journalism ke gold standard @ravishndtv ki tarah apne bhai ke rape ko toh nahi chupatey,2
"hate kisi say bhi nahi tha, SAB say pyar tha wo bhi bht zyada and ab nafrat hai apnay aap say isi wajah say k q tha aisa",3
nahi mujhe @WuckThaForld i hate u likhna tha,3
Kyun ki itna hate tumko karte hain ham,2
"Villain ki tharak ko salam, bhencho fight scene ke beech mein bhi rape attempt band nahi karta",2
But abhi cutiyapa itna badh gaya hai ke Sarcasm ka rape ho raha hai...!,2
haha yaar kitna bhi gujju ko hate kar le PM to wahi rahega :) @rachitst,2
kabhi gujrat ke rape case par aur MP keISI ke jasus par bhi kar le,2
"1Avataar ko janam le k, sari dunya ko khatam kr k, nayi ek takhleek karni paregi nai tou terrorism khatam na hoga dharti se :(:(",3
"@ravishndtv @BDUTT @JhaSanjay @sardesairajdeep @nayisadak Ravish ji, Bade bhai rape ke saukin N ""Bade se chhota seekta hai"". It's true ?",2
"Karachi ko support karnay wali bachiyan bhi ugly hen, i hate this yaar. nonsense",3
Haan bhai rape toh Nai hua aaj koi. Par bomb toh pahte Tere Pakistan mein . Chal Bhai jab tak zinda hai Twitter karle,2
waise rape se mujhe teri maa ki hai allah hai yaad hai,2
tu hamari fd ki jotish hai bahena and sacchi Mein I hate neha,2
"Delhi main kaam ho na ho, hate mongering toh kar hi sakte hain - @ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/834809100428906496 …",2
sutiye thand kam padi.. Delhi rape capital hai abhi bhi @ashutosh83B,3
bhai hate n hater ki baat nahi.. main toh fact bol raha. Mujhe unlogo se koi lena dena nahi,2
agar koi mere Bharat ma ke tukre karne ki bat karega or me agar hate Na karu toh me Bharat ma Ko kese muh dikhaoga.,2
Likha lo aj b Karachi ka rape ho ga.,2
Acha hia yar aur india walay tu bilkul na suno i hate india par kiya karo song un khe sunte ho https://twitter.com/Jiyatahmad3/status/834792263922438144 …,3
@rjraunak bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,2
phir kyon jhel rahe hain unko...he was Hindu Hriday Samrat till he gave hate speech...,2
Modi-hate pagal bana deta hai suna tha... andha bhi bana deta hai...? https://twitter.com/ANI_news/status/834773339579166720 …,2
Delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai,2
Khude Gaan Raj (Akaser hate achhe Ekrash ) (Asha) http://fb.me/1LJMSUgvV ,2
Sab hate hi karte hai iss pyari si bachhi ko..,2
Dalit ladki ka rape Kiya tere bhai ne @ravishndtv ??https://twitter.com/BiharEtv/status/834759841780375556 …,3
aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,3
Hum Tumhari tarah besharm nahi jo apni behen ke sath rape Kare or use shaadi bataye. Burqe me sab galat hota h,2
"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai",2
To rape ho rha ho tb bhi yahi kare ?,2
@mehreen_sibtain mohtarma vaham mein na rahen.Nuksan aap ka jyada hai. Hum terrorism ko khatam karna chahte hain badhana nahi @MehrTararhttps://twitter.com/MehrTarar/status/834714887825813504 …,2
panama par app me kabhi baat nahi ki..hisaab mangna tu hate nahi heee https://twitter.com/RehamKhan1/status/834681278830108672 …,2
"Jo log Apne hi minister ki nabalik betiyo k sath rape kar rahe hain, unhe log kaise vote kre? Jail me interospection krege kuchh dino me. https://twitter.com/giniromet/status/834745108247441408 …",3
iit ke naam par kalank. Wahan rape kiya tha aur arrest bhi hua tha,3
aap ki ma ko rape kuta tha mogul indars ne #shame child of rape @friendscongress @FarahiShabina,2
gali mat de Bhai nai to bolegi Muslim hoon is liye gali de raha .bolti ha army iski Maa been ka rape kiya,2
@reportpemra @AamirLiaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi. ......3/3,2
Dost suna hai Hafeez Saeed jail mein hai terrorism ke charges par  https://twitter.com/Abbasighoi/status/827202584771436545 …,2
corruption bhi terrorism jitna bara nasoor hai. Dar sahb ka us baray mai kia khyal hai?,3
Karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chup.se sog mana rahey hain.,2
"O bhai apni ego aur terrorism ke saath dushmani side pe kr ke, logoun ke baary me socho, bharwoun.",2
bhai SP aur BSP ke UP candidates kyon chod diye. aur ravish ke bhai ko kyon chod diya ek dalit ke rape case main.,2
use hate karo jo eksath itne msgs send kar raha hai,2
kidnap aur rape 17 saala karne wale Shaik Sayeed bawazir aur uska sathi chanchalguda jail me http://fb.me/11ZCVZA6B ,3
Ye maa beti hamesha he ishwari ko bachate he aur khud he phas hate he #KRPKAB #KuchRangPyarKeAiseBhi @MamtaYPatnaik @IamEJF @Shaheer_Shttps://twitter.com/TeamTheUpdates/status/834673948952440833 …,3
Sir jin ko 6 months ki pay ni milti or wo bechary qarz ly kr guzara krain to kia KHAAK laray gy terrorism k liye !!!,2
Jab aik larki ko rape kerne k baad us ko dhande wali banaya ja sakta hai to building main chemical bhi ho sakta hai. https://twitter.com/SamiAlyS/status/834687021293649924 …,2
to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,2
kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya.. Wah wah.. Jo tum karo wo teek bjp kare toh kharab..,2
hamare foji jawan shaheed ho kar bhi haar jate hain ar dehshatgard mar ke bhi jeet jaate hain!utter reality of terrorism in pakistan #lahore,3
sir ji Vijay jolly ne party worker ka hi rape Kar diya.. Boliye ji achambhit patra ji,2
@ArvindKejriwal kyaa kiya hai delhi me ab tak?Camera lgawaya so that rape hote huye dekh sko?Rape Rokne par dhyaan lgao PM ke pap par nahi,2
@VipinKumarTA Gang rape for bears.. wo bhi 45 din se... kya haal ho chuka hai bears ki G@@@D ka !,3
"Twitter pe beth kar fauj or riasat k faislo k khilaf qoum ko warghalana, ye hate speech to the nation hai !!!",3
itni achchi Ladki ko Koi kaise hate kr skta hai?,2
Sari suwidhaye aaye hai or wo pta nhi kaha hate hai sab jhuth hai sab jagah toilet fecility me yes kar rkha hai or unke pass aaj tak nhi hai,2
sirf ulama qasoorwar nahi. ab to university sai parhe likhe log terrorism mai involv nazar ate hain,3
Congress neta aur  Ravish Ndtv ke bhai pe rape aarop. Neta farar https://youtu.be/S_Do7vzrqcM ,2
yar tum log mujhe hate kiu nahi dete,2
aapki mane to pareshani bharat ke tukde kehne per bhi Nahi Hona chahiyeSoch hai apni apni. I hate JNU & supporter,3
Sirf Musalman ki beti Meri beti hy Ramzan mein Bijli milegi @yadavakhilesh ne kaha Ladke rape kar sakte hain Mulayam ne kaha #Vote4BJP,2
"@htTweets @shivsunny ""delhi me daily rape hote hai  to unko ye kanjarwal hi karta hoga",2
"apni dhaak bithany ke liye sabhi awam ka khoon bahate hai, aap ulta bol rahe hain kamran sahab.???",2
"baat to sahi hai bhai ,lekin phir rape ke case me mp no 1 kyu hai",2
Jaise note k lie modi zimmedar hain waise hi rape k liye tu..tune hi karaye hain rape..Delhi. me..BALATKARI @ArvindKejriwal,3
janab sirf up me rape nahi hota hai. gujrat me 23 bjp leader ne 12 ladies ke sath rape kiya tha. aandh bhakt,2
election me koi mudda nhi na hi kuch 3saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,2
Ise aaj rape ki bahut fikr ho rhi h... Uss time kha tha jb kashmiri pandito ko bhagay jaa rha tha aur aurto k saath rape ho rha,3
modi bhakt nalia rape ke bare me kuch kaho,2
yaar ye bas attention seeking stunt hai. Takeh jo hate Kare wo bhi taras kha kar chor de c:,2
bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,2
"Rubbish ne mujhe bhi block kar rakha hai,maine badaun rape par iski reporting par sawal kiya tha https://twitter.com/Modifier08/status/834450496047902721 …",3
@TasnimLamia khawar pore hate torkari lege chilo ar thumi hat wash koro nai so thumi hatr shugran nicho is ur dp,2
@PawanDurani JNU me yahi log mahilaao ka rape karte hain ....,3
or Aisha ka rape karne wala kon he ?,2
Apne neta ko defend karne ke liye kisi ko rape ki dhamki dete hain...,2
@amjedmbt as salamualikum amjed bhai gutta ps limit ke rape case ke barre mei bhi tweet karna tha ..,2
Kya hate wala kaam kiya bata to.. tere pass bahut followers hai to jo man me aayega karega,2
"Apni ""Bharat Mata"" ki har aurat ka tum rape karna chahte ho aur kehte ho aazadi humse chahiye? Arrey kameenon,... http://fb.me/2qfox6epo ",3
jnu ko badnaam karne ki saajish dekhaana chahte h log kitna hate kartey h jnu ko jaha jaati h jhagda ho jaata h,2
Bhai koi iska rape kar doo...G main bahut khujli ho rahi hai. https://twitter.com/rishibagree/status/834451344056582146 …,2
"@narendramodi ji, ab aapke bhakton ne rape threats bhi dene shuru kar diye hain. Ab bhi aap chup rahoge? @Manekagandhibjp @MisaBharti https://twitter.com/nitesh2016yadav/status/834334847393005570 …",2
Bhai ab kya ravish ka rape krvoage vo bhi ravish ke Bhai se ab pati kali ni g**d lal hogi kuch dino m jab police m. https://twitter.com/AryanYadav440/status/834457400694493192 …,3
"#Ramjas Ye 2 haraamkhor rehte yaha h,yaha ki hawaa me saans lete h,yaha ka namak khate h,yaha ka paani peete h par desh me nafrat failate h pic.twitter.com/aUbMnDy4HI",2
Agr ye dunya aaj b sheikh sa'adi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojaye...plz plz,2
Is hisab se to wo dalit nhi h na jiska rape kiya,2
@iSirArnab lol MATLAB bhabhiji Bach gayi samajwadiyon ke rape...Ladke hai rape kar hibdete hai Aisa unke sasur ne bola lol,2
beta burma mein kismat se bach gya nhi toh isse bhi bura ho jata.. rape ho jata is jhath ke baal ka.. pic.twitter.com/ZT6xTSZai8,2
Allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar,2
Farther ka Jo paisa tha yo abi tak nhi mila h jab jab Allahabad hate h tab tab koyi na koyi Bahana bana kar uapas kar diya j,2
"@SumitBhattacha6 is shahid ke mu mat lago,in sab rapist ke aulad hai,unki masiha ke tara,jo ke 55 sall umar me 09 saal ki ayesha ko rape kya",3
Dekhna ek din koi inke jindagi ka rape karke chala jayega,2
"are chor saale lalu, mamta,rahul gandhi, vadra ye saare bhi junda hai abhi, bolti band ho gayi gandu teri hate u . Rascal",3
Delhi rape case ka tumne kya kar Lia tha? Wo dickshit kya kar Rahi thi?,3
@IndianOffice jiska MLA rashan card ke liye rape kar sakta hai..wo CM  layak nahi dhaba hai puri political party ke liye,2
"Gujarat me to khud BJP ke karyakarta o ne rape kiya he, kyu chup ye log @News18India @awasthis @sambitswaraj",3
#Ramjas enko Tarek fateh ke bare me puchho kuchh yad he kya 2 din pahle wo kya freedom of speech ya intalactual terrorism tha,2
to kuch naliya gang rape ya ISI agents ke baare Mein batao bhakt?,2
bhai filmi duniya me hi raho...why u hate modi so much..,2
haan and naliya gang rape bhi . Bewkoof bhakt,2
sambit jo gujrat me or mp me rape ho rahe h un pur kyo chup ho itna ghamand na kero janta sab janti h,3
Sishumandir me kahi bhi nafarat nhi sirf desh prem ki baat ki jati.Kisi bhi Sishumandir me apko hate speech sun ne ko nhi milegi,2
"yeh deshbakt hai, yeh rape nhi karte, yeh mahila ka udhaar karte hai. Toh aap rape shabdh ko jhodke deshdroh mat karo",3
saram aana chahiye aap jaise hi ladkia rape ki karan banti h,2
aur jab rape jae to pahuch jao delhi mombatti le ke,2
kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,2
Aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain. Police (read protection) hate hi ghayab.,2
sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape (1/2),2
@ArvindKejriwal ...are chutiyo. tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hun..kyu bdnam kr rhe dalit ko,3
Afghaniyon se jaan chura lo 90% terrorism khatam ho jaegi,2
Paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi hai.saala pata bhi sabko hota hai kisne kiya!,2
"Agar UP mien SP jeeti to ek hi gaana bajega ""UP ko rape pasand hai"" yahi to yahan ke neta kehte hai "" naadani, galti""",2
budhe wahi TOH madarasa me Quran padhake terrorists bante h AUR ham ssvm SE padhke Khali sickularvando ko hate karte h..,2
kya aap Vijay Jolly ka rape bhi dabane  denge jaise BJP sab apne paap daba dete hain.,2
freedom of speech hate speech ho jaati hai jab gen bakshi Bengal jaate hai aur ramdev jnu.,3
Vo aur desh hote honge sir. Yaha to rape ki FIR bhi nahie hoti aur log mar jaate hai https://twitter.com/sudhirchaudhary/status/834356795875393536 …,3
"kamai aamir ne bhi diya ehsaan h,unka tabhi ab hate nhi karti main dono ki movie dekhti hu @beingsalmankhan",2
me Mang leta Hun me kisiko dusman banake nhi rakhna chahta dost bana deta Hun pehle ladai uske bad dosti I hate negativity,2
Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,2
#gujaratkegadhe ek aur gadha Vijay Jolly rape ke male mein phansa.  Yeh gadhe multiply ho rahe hain Modi sarkar mein,2
"gujrat jaakr dekho miya rajsthan b dekhlo bundelkhnd me bjp wale hi rape kr rhe he, sharam karo",3
@SumitPa07049094  i hate patta from starting mummy pareshan ho hai is chij ko lekar nd dhaniya ab vo bi ni achi lagti waqt ke sath,3
ji Bihar mai aapke Journalist bhai Ravish kumar ke bhai Brijesh kumar ne Dalit Ladki ka rape kiya. Is par kuch kyu nahi bol rahi.,3
rapist party k bhakt ho.. chumma aur rape k siva dikhega bhu nahi tumhe kuch..,3
Koi bhi kisi ki feelings nai samjhta just hate this,2
har baat ma beti pe hi aakar rukti hai.  Apni ko parde me rkho dusrey ki rape kro.,2
"BC ye tumhare ravish ke bhai aur congressi neta ne bihar me dalit ke sath rape kiya hai, uspe kuchh kahoge???",2
Bihar rape kand me @OfficeOfRG Rahul and @INCIndia kyo chup h? Kaha h @priyankac19 shobha ojha ranjeet ranjan n others?,2
#CorruptSystemjaan kisi bacche ki jaayee ya rape? income ke naam se desh mein crime kaun chala raha hai?,3
"Meet new breed of kusanskqri empowered kukarmi girls of India, abhi kapada faad  ke rape ka natak karegi ye sab. https://twitter.com/AdvancedMaushi/status/834313665411047424 …",3
haan... duniya bhar ka hate hai  @dramebaaz_ani,2
#CorruptSystem jaan kisi bacche ki jaayee ya rape? income ke naam se desh mein crime kaun chala raha hai?,2
na to tanzeem kaal adam hy aur nahi hi inper koi terrorism ka charge hy,2
@VasundharaBJP madam aap k karykartao ko sambhalo kl ko rape kr k bolenge sabh desh hit mai hai @SachinPilot,2
Chem k liye Scenes saath mein hona chahiye na. Hote bhi h toh Dupes k saath hate cv's had it not been DivAn #YHM band ho jaata abhi takhttps://twitter.com/nilsfenando/status/834294124853460992 …,2
or vo bhi mujhe follow karke  mere tweets ko ignore karke  rt maarte mere kiye  hue rts ko.i hate them,2
porki tum to sale apni 6 sal ki bacchi bhi nahi chhodte uske sath rape karte ho fir usi se nikah.,3
"Are isko hate kyun krti ho?  new new to Aayi h bechari,  isne Aisa kya kr diya?",2
Ek basti  ha jise log kashmir khate ha pic.twitter.com/yHuq7TN5kk,2
Fir wo chahe rape kare ya murder,2
"kya pta ravish ne bhi rape kiya ho ,hme kya pta ,ek hi ghar me to bade hue h dono",3
ab haffiz saeed ko Bharat ko sop dena chahiye tabhi maana jayega ki pakistan terrorism ko leker serious hai,2
